,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,latitude,longitude,title,url,Listing Month,Listing Year,lat_long,FullAddy
602,87,1,4,Austin,Jul-15,"Set in a quiet neighborhood in Central Austin, the charming, folk art-filled Casa Azul has everything you need for your relaxing getaway. Enjoy a private entrance, waking up to my chattering birds and coffee on one of the several outdoor patios.",30.31628164,-97.74503416,Central Colorful Artist home,https://www.airbnb.com/rooms/7287162?location=Austin%2C%20TX,July,2015,"30.316281635978605,-97.74503415568329","4413 Shoalwood Ave, Austin, TX 78756, USA"
616,40,1,5,Austin,Apr-16,"My place is close to Dell Campus, The Domain, Walnut Creek Park, 15 miles from downtown. My place is good for solo adventurers. There are two bedrooms and loft upstairs, with the kitchen and living room downstairs. Second bedroom upstairs is available for 1 guest.\n\nHere is a youtube of a model, it has everything in this video except the fireplace. ",30.39649171,-97.65447882,Bella Terra Condos- New Construction,https://www.airbnb.com/rooms/12291701?location=Coupland%2C%20TX,April,2016,"30.396491709197196,-97.6544788164081","1101 E Parmer Ln, Austin, TX 78753, USA"
619,350,1,2,Austin,May-16,"Luxurious, ultra-private Cabana Oasis includes exclusive use of grand pool and patio. Perfect venue for most events, nestled on 10 acres only a short 15 minutes from downtown Austin, ABI Airport and COTA.",30.2659802,-97.60894724,Cano Cabana,https://www.airbnb.com/rooms/13188368?location=Bastrop%20County%2C%20TX,May,2016,"30.265980197322197,-97.60894723550258","5212 FM 969, Austin, TX 78724, USA"
636,45,1,5,Austin,Apr-17,"Quiet relax atmosphere just 10 minutes from downtown. 1 bed room 1 bath with washer dryer included,queen bed everything all white, balcony, 17ft tall ceilings, garden tub separate from shower. Privacy and quite neighbors, own desires parking spot. Pets welcome, gym open anytime with lap pool, tv outside and bar b q pit.",30.25894824,-97.86288915,luxury apartment west of austin,https://www.airbnb.com/rooms/18449468?location=Bee%20Cave%2C%20TX,April,2017,"30.2589482442465,-97.8628891451995","Tecoma Circle, Austin, TX 78735, USA"
637,34,1,4,Austin,Oct-15,Quiet place close to Downtown Austin &amp; it's night life. Safe area close to plenty of food spots. Anywhere is within 10mins,30.23032205,-97.73164775,Close to Downtown Austin,https://www.airbnb.com/rooms/11143671?location=Austin%2C%20TX,October,2015,"30.2303220457548,-97.7316477481066","2030 E Oltorf St, Austin, TX 78741, USA"
645,70,1,6,Austin,Mar-15,"My bedroom will be available while I am traveling this year. I own a 3 bedroom home in north east Austin and have renters in the other rooms. The master suite includes a large bedroom, attached bathroom, and huge closet. Very clean and quiet space. ",30.37510554,-97.64849103,Master Suite in Nice Austin Home,https://www.airbnb.com/rooms/5625550?location=Bastrop%20County%2C%20TX,March,2015,"30.3751055377861,-97.64849103447979","11517 Flushwing Dr, Austin, TX 78754, USA"
649,300,3,5,Austin,Aug-15,"3,000 sq ft home gives new meaning to the phrase ‰Û÷Home, sweet home.' Situated on a wooded cul-de-sac, underneath a canopy of sprawling mature oak trees, you'll find immeasurable charm, warmth, beauty &amp; tranquility. Enjoy the outdoor pool and spa!",30.28141525,-97.8375899,"Great location, close to downtown!",https://www.airbnb.com/rooms/7689965?location=Bee%20Cave%2C%20TX,August,2015,"30.281415245194,-97.8375899035636","5908 Cape Coral Dr, Austin, TX 78746, USA"
661,70,1,6,Austin,Feb-11,"nice house. 4 baths\r\nupstairs bedroom\r\nvery clean and neat.\r\ngrocery is close, Randall's(Safeway) and HEB\r\nCome visit !!!!\r\n\r\n\r\nf1 raceway, music, the next place to Silicon Valley(Motorola, AMD, Freescale, cirrus logic, etc.)\r\n\r\nVA office. the biggest for veteran in the USA.\r\nUniversity of Texas- the biggest college in the USA.\r\n\r\nyou have to to see Austin !!!!!!!!!!!!\r\n\r\n\r\nbus, train, handicap people on the bus.\r\nlimousines. \r\n Willy nelson, Sandra bullock, Micheal Dell, good musician and actors, etc all from Austin!!!! \r\n\n\nI am close to downtown. \nClose to university of Texas, buses, train and greyhound. \nLot of bands and racing. \nAustin ",30.20857421,-97.85672911,Close to everything !! Good music!!,https://www.airbnb.com/rooms/73898?location=Bee%20Cave%2C%20TX,February,2011,"30.2085742146439,-97.8567291081712","4810 Hale Dr, Austin, TX 78749, USA"
668,135,2,4,Kyle,Mar-17,"My place is good for couples, solo adventurers, business travelers, and families (with kids).",30.00918872,-97.83431401,"Recently built, comfy place.",https://www.airbnb.com/rooms/17712236?location=Buda%2C%20TX,March,2017,"30.0091887215425,-97.83431400615","125 Charing Cove, Kyle, TX 78640, USA"
672,1495,7,3,Austin,Aug-16,"Welcome to the Travis Lakeview Villa, a premier Austin destination vacation rental. We are committed to providing you and your guests a four-star experience in one of the best homes on Lake Travis.\n\nMy place is close to Lake Travis. You‰Ûªll love my place because of Proximity to the lake as well as the view of the lake., the coziness of the home and the location. My place is good for couples, business travelers, families (with kids) and big groups.",30.39359714,-97.91837548,Travis Lakeview Villa,https://www.airbnb.com/rooms/14683187?location=Bee%20Cave%2C%20TX,August,2016,"30.3935971375767,-97.91837547973309","3807 Lago Vista Dr, Austin, TX 78734, USA"
673,400,5,5,Austin,Aug-11,"Beautiful 4,500 square foot West Lake home that is perfect for entertaining, and just 10 minutes to Zilker or 15 to downtown. Includes a media room, jacuzzi, outdoor terraces, seating and grill, and scenic wooded views.",30.32316058,-97.78886649,West Lake Estate Near Downtown,https://www.airbnb.com/rooms/10540208?location=Bee%20Cave%2C%20TX,August,2011,"30.323160583394298,-97.7888664860047","4804 Mantle Dr, Austin, TX 78746, USA"
678,69,1,5,Austin,Mar-14,"A large bedroom in a grant manor house in the beautiful neighborhood in West Lake Hills. Breathtaking view and 15 min drive to downtown Austin! Private bathroom &amp; shower, walk in closet, a full sized bed, a night stand, a chair, and a secretary. Long-term stay (more than 30 days).",30.29758718,-97.82611957,Large private bedroom in Westlake,https://www.airbnb.com/rooms/2512464?location=Bee%20Cave%2C%20TX,March,2014,"30.297587177751197,-97.82611956583429","1513 Flintridge Rd, West Lake Hills, TX 78746, USA"
683,119,0,4,Austin,May-14,"Location, location, location! Walk or bike to everything in central Austin: Downtown, 6th St, the University of Texas, the Capitol, and so much more! Our music-lovers' retreat is in the heart of the trendy eastside, just 1-2 blocks from great restaurants and bars in a vibrant neighborhood with tons of activity. The inside space is cozy, but has big personality, and a private deck provides outdoor living space. Great for couples, solo adventurers, or business travelers. Parking spot included!",30.27133423,-97.728335,Rock 'n Roll Central,https://www.airbnb.com/rooms/14126411?location=Austin%2C%20TX,May,2014,"30.2713342283538,-97.72833499778281","1182 Waller St, Austin, TX 78702, USA"
696,40,1,3,Austin,Oct-16,"My place is close to The Domain &amp; The Arboretum, 15m from Round Rock, 20m from the heart of Austin, the famous Kerby Lane, Torchies Tacos, and great views. You‰Ûªll love my place because of the beautiful sunrise every morning. You'll enjoy the view, the comfy bed, the at-home feeling, huge kitchen, great lighting, high ceilings, tall windows, and it's artistic style! My place is good for couples, solo adventurers, business travelers, families (with kids), small groups, and furry friends (pets).",30.46144501,-97.75589227,8100 Elephant Place,https://www.airbnb.com/rooms/17462117?location=Cedar%20Park%2C%20TX,October,2016,"30.4614450074451,-97.7558922726234","8100 Anderson Mill Rd, Austin, TX 78729, USA"
712,34,1,5,Pflugerville,Oct-13,"Beautiful Queen bed. Built in vanity, washroom attached. Help your self to the tea tray and other amenities located inside the room and around the house. Enjoy!",30.43394466,-97.63101253,Comfortable Home - Serene Bedroom,https://www.airbnb.com/rooms/19545983?location=Coupland%2C%20TX,October,2013,"30.4339446637293,-97.63101252998631","807 Harvard Dr, Pflugerville, TX 78660, USA"
714,41,1,4,Austin,Apr-14,"Enjoy a peaceful stay hosted by an Airbnb Superhost in one of the most sought out areas of North Austin! 25 min drive to Downtown &amp; minutes away from tech companies such as Amazon, Dell, IBM, GM &amp; Samsung &amp; shopping/restaurants @ the Domain/Whole Foods.",30.42606528,-97.69422637,Home Away from Home,https://www.airbnb.com/rooms/7495750?location=Cedar%20Park%2C%20TX,April,2014,"30.4260652818935,-97.6942263729747","13108 Kellies Farm Ln, Austin, TX 78727, USA"
719,98,1,2,Austin,Jul-10,"The tiny house movement is hot. This is your opportunity to experience a very unique tiny house designed and built by a master woodworker. It is complete with queen bed, wifi, TV, fridge, shower, microwave, G fiber and more. It is located on a secluded lot close to city center and the trendy SOCO district. There is an additional Austin Hotel tax which is 9% of the total. This will be paid through once you make the reservation",30.2450384,-97.74003581,The Treecycle,https://www.airbnb.com/rooms/4941458?location=Colorado%20River%2C%20TX,July,2010,"30.2450383999759,-97.74003581033399","1104 Reagan Terrace, Austin, TX 78704, USA"
730,71,2,11,Austin,May-17,"A nice 3 bedroom home in safe neighborhood, 8 miles from downtown / 7 miles from Zilker / 20 mins from Airport. Master bed and office will be locked off, but two bedrooms and the rest of the house are available for use while I am out of town. TV's in both living room and single guest room, as well as other standard home amenities to feel comfortable.",30.21732537,-97.85913684,All to yourself - Private Home / Two Rooms -SW ATX,https://www.airbnb.com/rooms/19020085?location=Bee%20Cave%2C%20TX,May,2017,"30.217325366156,-97.85913683732191","7700 Kiva Dr, Austin, TX 78749, USA"
744,50,1,6,Round Rock,Sep-14,"This cozy 1 bedroom is a quaint retreat with many amenities. Full private bathroom with private entrance, walk in closet, 42' smart, HD TV in room with Cable, Netflix and Amazon Prime. Feel free to contact me with any questions before booking.",30.49733644,-97.66621913,1BD with Private Bathroom & TV,https://www.airbnb.com/rooms/4338853?location=Coupland%2C%20TX,September,2014,"30.497336439905702,-97.66621912677141","1103 Parkside Cir, Round Rock, TX 78664, USA"
745,40,1,5,Austin,Mar-14,"Super cute brand new house in east Austin. Close to bike trails to downtown Austin, and located exactly 6 miles from the capitol. An Uber home cost about 12-15$ from bars downtown (if not surging).",30.27590705,-97.62522326,Cute room in East Austin,https://www.airbnb.com/rooms/11548225?location=Austin%2C%20TX,March,2014,"30.2759070456855,-97.62522325754291","9600 Wayside Blvd, Austin, TX 78724, USA"
753,399,3,9,Austin,Jul-16,"My place is close to Austin-Bergstrom International Airport, Hyatt Regency Lost Pines Resort and Spa, COTA (Circuit of the Americas &amp; 360 Amphitheather), NLAND Surf Park, Next Level Ride (cable wake water park) &amp; McKinney Falls State Park. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",30.16076245,-97.6343474,"Your Home Away From Home - Entire 2,200 SF",https://www.airbnb.com/rooms/16275174?location=Bastrop%20County%2C%20TX,July,2016,"30.1607624531426,-97.6343473956946","12321 Ferrystone Glen Dr, Del Valle, TX 78617, USA"
767,65,1,2,Manchaca,Oct-15,"Fun South Austin house! (2 girls &amp; 1 guy) Private room, queen bed, full kitchen, big living room, ping-pong table, awesome back patio, 2 grills, &amp; pool. 1 shy cat (Ceiba)say-ba, share bathroom with one guy and one girl. Near bus stop, 10 min from downtown.",30.12706301,-97.8127992,Private Hammock,https://www.airbnb.com/rooms/9186966?location=Buda%2C%20TX,October,2015,"30.127063007097,-97.8127992001093","12336 Old San Antonio Rd, Manchaca, TX 78652, USA"
787,90,1,5,Austin,Dec-14,This condo has a spectacular view of the University of Texas Golf course. A beautiful deck for outdoor dining. It is well fitted out and very neat and tidy as I like my things in order.,30.36626244,-97.89504644,Luxury double room in Steiner,https://www.airbnb.com/rooms/8582651?location=Bee%20Cave%2C%20TX,December,2014,"30.3662624399902,-97.8950464415753","12300 Central Park Dr, Austin, TX 78732, USA"
806,600,5,4,Buda,Jan-13,"This is a 6000Sq ft house with a 3000sq Ballroom on 1 acre of land. It has a private pool. The ball room has a pool table, ping pong, and air hockey. We have 5bdrms, 4full baths and 2 living rooms. Perfect place to stay for events at F1. 15 miles from downtown austin.",30.0660656,-97.66690263,Masion w-ballroom&pool near F1Track,https://www.airbnb.com/rooms/14249052?location=Cedar%20Creek%2C%20TX,January,2013,"30.066065596222895,-97.6669026276721","10001 Bock Rd, Buda, TX 78610, USA"
814,34,1,7,Round Rock,Jun-17,"Secluded mini horse ranch, surrounded by 7 acres of beautiful oak trees and a pastoral setting with horses grazing in the pastures. Private bed room with separate entrance adjacent to pool and hottub. Great for a relaxing romantic weekend getaway.",30.52569702,-97.63722293,Equestrian mini horse ranch and artist's studio,https://www.airbnb.com/rooms/19225486?location=Coupland%2C%20TX,June,2017,"30.5256970150195,-97.63722293236471","3000 Joe Dimaggio Blvd, Round Rock, TX 78665, USA"
828,1000,5,5,Austin,Oct-12,"Stay in one of Austins most beautiful Historic properties. A 3,500 square foot 1909 construction completely restored gem.",30.27069851,-97.72865329,Historic Manor in Downtown Austin,https://www.airbnb.com/rooms/733203?location=Colorado%20River%2C%20TX,October,2012,"30.2706985063983,-97.72865329186209","1011 Olive St, Austin, TX 78702, USA"
846,95,1,6,Austin,Jul-11,"Come stay in a French-country inspired house walking distance to 6th St, minutes away from Franklin's BBQ (#1 BBQ in US), VIA 313, Veracruz Tacos, Launderette Eat farm fresh eggs from the backyard... my Golden Girls will thank you for being a friend.",30.27234909,-97.72514019,Urban Homestead w/ Bikes & Chickens,https://www.airbnb.com/rooms/329306?location=Colorado%20River%2C%20TX,July,2011,"30.2723490892175,-97.72514019490428","1198 Angelina St, Austin, TX 78702, USA"
